Project Code,status,Supplier Code,Part Number,Part Name,Package No,Package Volume,Part Weight,Remark,Update By,Update Date
AD-MR-IB,Confirm,NSG,2747225,ASM WOSTED CLOTH FR BACK RH SAB,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2677444,INSERT FELT LH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2677441,INSERT FELT RH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2671889,INSERT FELT LH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2671886,INSERT FELT LH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2671866,INSERT FELT LH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2671794,INSERT FELT RH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2671777,INSERT FELT RH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2666382,WORSTED CLOTH FR CUSH LH:KH/DR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2576775,WORSTED CLOTH FR CUSH LH:KJ/AS,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2576774,WORSTED CLOTH FR CUSH RH:KJ/DR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2576723,ASM WOSTED CLOTH FR BACK LH SAB,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2576719,ASM WOSTED CLOTH FR BACK ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2677447,INSERT FELT LH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2677446,INSERT FELT LH ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,AG160223-A,FELT ADHESIVE TAPE 55X25X2.5,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,3566268,SEAT OPERATIONAL LABEL ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2703306-IND,BOARD ASSY 3RD CUSH RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2703301-IND,BOARD ASSY 3RD CUSH LH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2703277-IND,BOARD BACK RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,2703273-IND,BOARD BACK LH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,3195958,REINFORCEMENT4*220*450MM,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134232-5A,PATTERN INSERT CER RC 60,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134231-5A,PATTERN INSERT UPR RC 60,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134230-5A,PATTERN INSERT CER RC 40,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134229-5A,PATTERN INSERT UPR RC 40,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134228-5A,PATTERN INSERT RB 60%,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134226-5A,PATTERN INSERT RB 40%,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134225-5A,PATTERN INSERT FRONT FC,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134224-5A,PATTERN INSERT CENTER FC,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,NSG,5134223-5A,PATTERN INSERT FB,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2573658,ASM HR ROD 3D ROW,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2571762,HR ROD 2ND ROW CTR ASM,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2571758,HR ROD 2ND ROW OB ASM,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1903977,FRAME ASM BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1799826,ASM HR FRAME CTR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1799733,ASM HR FRAME OB,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1799590,FRAME ASM CUSHION WELDE,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1534312,FRONT HEADREST FRAME,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1798873,DETACHABLE WIRE ASM RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1798591,DETACHABLE WIRE ASM LH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2703534,HR STAY PIPE ASSY,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,3101731,ASSY FRM-HRST FR SLIM,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2592941,ASSY STAY-HRST CTR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522369,STAY-HRST SIDE,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522352,FRM HRST FR SEAT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2004708,FSC SUSPENSION MAT ,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2690906,STRIKER NOT COATING,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2590772,STRIKER ASSY 2PT BELT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2590764,STRIKER ASSY 3PT BELT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2572574,REINFORCEMENT PIPE,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2528053,WIRE RELEASE,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2604810,SIDE PIPE BACK FR LH/RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1799719,TUBE ARMREST SUPPORT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1950436,CUB HOLDER SUPPORT WIRE,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,3358049,ISO WIRE CTR RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2622074,CTR PIPE LH R/C,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2481889,RAW TUBE FR 4WAY,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2481888,RAW TUBE RR 4WAY,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522758,S-SPRG A,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2621911,LWR PIPE LH RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2671906,LWR PIPE LH RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1799703,WIRE BACK FOAM SUPPORT L,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522755,SUPPORT WIRE,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2753437,LOWER TUBE BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522749,TUBE UPR FR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,3073511,ASM UPPER TUBE FRONTBACK RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,3073507,ASM UPPER TUBE FRONTBACK LH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2580699,ARMREST PIVOT ROD,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522711,SUPT WIRE BACK B,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2596596,TRIM WIRE LOWER,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2606657,TRIM WIRE VERTICAL,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2687026,SUPT WIRE AR 2PT BELT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2545213,False,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2545170,TRIM WIRE UPR CTR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2768859,FOAM SUPPORT WIRE LOWER,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2783891,ISOFIX WIRE INNER,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2689984,ISOFIX WIRE OUTER,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2697289,TUBE CONNECTOR BRACKET,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2521967,HINGE BRKT ASSY RR BACKINR RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2626632,BRKT RR BACK INR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2924787,BACK Trim SUPPORT WIREDIA 7 mm,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2888990,WIRE FOAM SUPPORT OTRFSC BENCH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2526402,MTG BRKT FR INR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2526378,MTG BRKT FR OTR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2888617,WIRE CUSH SUPPORT RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2526225,DEVICE BRACKET ASSYOTR RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2526503,CUSHION BRACKET IB RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2526287,MTG BRKT RR INR RH ASM,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2626523,ASSY MGT BRKT RR OTR RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2626467,SUPPOUT WIRE WIDTHSIDE RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2554130,ASSY MGT BRKT RR OTR LH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2626650,SUPPOUT WIRE OTR B,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2622036,LWR PIPE RH RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2622035,MAIN PIPE RH RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,1950493,WIRE FOAM SUPPORT HORIZO,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2690368,BACK FRAME TUBE 40,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2689629,BACK FRAME TUBE WITH CTRHR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2596606,CUSH WIRE -A LH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2545195,CUSH WIRE-E,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522363,CUSH WIRE -D,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522360,CUSH WIRE -C,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522359,CUSH WIRE -B,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2522356,CUSH WIRE -A RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2626450,PIPE SUB-ASSY CUSH RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,3061037,ASM WIRE SUPPORTFSC FRM BENCH RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,3058246,ASM WIRE SUPPORTFSB FRM BENCH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2521952,MAIN PIPE BACK FR LH/RH,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2622247,TUBE ASSY UPR RR SEATBACK 2PT BELT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2597418,VERTICAL PIPE A/R 2PT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2549013,TUBE LWR RR SEAT BACK2PT BELT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2606583,TUBE ASSY UPR RR SEATBACK 3PT BELT,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2521828,VERTICAL PIPE A/R 2,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2521825,VERTICAL PIPE A/R 1,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2521817,TUBE LWR RR SEAT BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2621913,CTR PIPE LH RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2621906,MAIN PIPE LH RR BACK,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2622075,MAIN PIPE LH R/C,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2622069,RR MEMB PIPE LH R/C,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2621970,MAIN PIPE RH R/C,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2621969,RR MEMB PIPE RH R/C,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2527824,SUPPORT TUBE UPR,box-01,3024000.00,100.00,,Batman,30/11/2020
AD-MR-IB,Confirm,AUN,2480322,UPR CROSS TUBE,box-01,3024000.00,100.00,,Batman,30/11/2020
